Date,Open,High,Low,Close,Volume,Change
2022-04-20,440000,441500,436500,440000,57692,0.0011376564277587597
2022-04-21,440500,442000,437000,437000,55971,-0.006818181818181834
2022-04-22,432500,434500,419000,422500,116904,-0.03318077803203656
2022-04-25,415000,420000,412500,412500,85605,-0.023668639053254448
2022-04-26,413000,424500,412500,420000,88379,0.018181818181818077
2022-04-27,409000,411000,406000,410000,108179,-0.023809523809523836
2022-04-28,412000,416500,408000,412500,72140,0.0060975609756097615
2022-04-29,413500,422000,411000,421500,86030,0.021818181818181737
2022-05-02,415000,430500,414500,425000,88322,0.008303677342823335
2022-05-03,424500,435000,424000,432500,75191,0.01764705882352935
2022-05-04,432500,434500,419000,423000,103064,-0.02196531791907519
2022-05-06,417000,417000,410500,414000,55006,-0.021276595744680882
2022-05-09,408500,415000,408000,411000,54378,-0.007246376811594235
2022-05-10,407000,411000,395500,408000,110344,-0.007299270072992692
2022-05-11,404000,414500,404000,413000,68474,0.01225490196078427
2022-05-12,405000,413500,398500,398500,153743,-0.03510895883777243
2022-05-13,430000,452500,421000,439500,497078,0.10288582183186956
2022-05-16,445000,449000,420500,420500,160517,-0.04323094425483509
2022-05-17,420500,424500,416500,421500,103457,0.0023781212841855748
2022-05-18,423000,436500,423000,435500,139569,0.033214709371292894
2022-05-19,425500,437500,422500,429500,117248,-0.013777267508610747
2022-05-20,431500,450000,430000,450000,147275,0.047729918509895164
2022-05-23,449500,457000,445500,455000,103258,0.011111111111111072
2022-05-24,451000,454500,441500,442500,72359,-0.027472527472527486
2022-05-25,446500,450000,437000,444500,88365,0.004519774011299438
2022-05-26,444000,462000,443500,454500,148982,0.022497187851518552
2022-05-27,460500,462500,448500,451000,64043,-0.007700770077007646
2022-05-30,455500,459500,453000,456000,59645,0.011086474501108556
2022-05-31,458500,458500,451000,455000,193455,-0.002192982456140302
2022-06-02,455000,456000,442500,456000,88186,0.00219780219780219
2022-06-03,457000,459500,447500,449500,72734,-0.014254385964912242
2022-06-07,443500,446000,438000,441500,79090,-0.017797552836484987
2022-06-08,443000,464000,440500,459000,129839,0.039637599093997666
2022-06-09,457500,472500,455000,465500,189197,0.014161220043573008
2022-06-10,461000,467500,456000,457000,85094,-0.018259935553168627
2022-06-13,447000,449500,432000,436500,113403,-0.0448577680525164
2022-06-14,430000,436000,422500,427000,100198,-0.021764032073310458
2022-06-15,425500,429500,407500,411000,114187,-0.0374707259953162
2022-06-16,417000,421500,400500,401000,122400,-0.024330900243308973
2022-06-17,390500,404500,390000,398000,155193,-0.007481296758104716
2022-06-20,405500,409000,394500,399500,98357,0.0037688442211054607
2022-06-21,400000,415500,399500,411500,113707,0.030037546933667114
2022-06-22,412500,413000,403000,404500,104767,-0.017010935601458055
2022-06-23,405000,431000,404500,418500,212504,0.034610630407911014
2022-06-24,419500,436000,419500,435000,102099,0.03942652329749108
2022-06-27,435000,435000,417500,417500,126766,-0.04022988505747127
2022-06-28,417500,418000,397000,398500,250472,-0.045508982035928125
2022-06-29,394500,398500,387000,388500,145881,-0.025094102885821812
2022-06-30,385000,386500,349500,349500,442923,-0.10038610038610041
2022-07-01,353500,357500,347500,350000,175587,0.0014306151645206988
2022-07-04,350500,358000,349500,354500,123724,0.0128571428571429
2022-07-05,355000,370500,355000,362500,146662,0.02256699576868826
2022-07-06,360500,370500,358500,360500,152793,-0.0055172413793103114
2022-07-07,364000,377500,364000,376000,144863,0.04299583911234395
2022-07-08,378000,378500,372500,373500,98436,-0.0066489361702127825
2022-07-11,371000,375000,361000,363500,89594,-0.02677376171352075
2022-07-12,361500,365500,355000,358000,82614,-0.015130674002751032
2022-07-13,360500,369500,357500,366500,78174,0.023743016759776525
2022-07-14,362000,373000,361000,367500,109444,0.0027285129604366354
2022-07-15,369000,373000,361000,363500,60211,-0.010884353741496544
2022-07-18,366500,371000,362500,367500,59598,0.011004126547455195
2022-07-19,368000,370000,364000,367500,37041,0.0
2022-07-20,372500,380000,368500,372000,108095,0.012244897959183598
2022-07-21,372000,379500,369500,376000,105212,0.010752688172043001
2022-07-22,374500,380500,373500,373500,66150,-0.0066489361702127825
2022-07-25,373500,375500,361000,370000,83050,-0.009370816599732268
2022-07-26,368000,371000,365500,369500,57512,-0.0013513513513513375
2022-07-27,369000,370000,361500,362500,70268,-0.018944519621109657
2022-07-28,367500,371500,362500,364500,55318,0.0055172413793103114
2022-07-29,367500,381000,367000,372500,137501,0.021947873799725626
2022-08-01,372500,375500,369500,373000,48674,0.0013422818791946067
2022-08-02,373000,373000,365000,366500,66568,-0.017426273458445052
2022-08-03,366500,386500,365500,380500,137306,0.038199181446111785
2022-08-04,384500,389000,382000,385500,111758,0.013140604467805517
2022-08-05,388500,395000,384500,387500,93431,0.005188067444876765
2022-08-08,383500,390500,380500,388500,50862,0.002580645161290418
2022-08-09,388500,417500,383500,412000,272759,0.06048906048906044
2022-08-10,409000,413000,392500,393500,145587,-0.04490291262135926
2022-08-11,399500,407000,398500,405000,129476,0.029224904701397714
2022-08-12,402000,402500,382500,385000,314496,-0.04938271604938271
2022-08-16,379500,380000,368000,378000,202248,-0.018181818181818188
2022-08-17,379000,384500,375500,382500,107508,0.011904761904761862
2022-08-18,379000,386000,377000,382500,65992,0.0
2022-08-19,381500,383000,374500,374500,62056,-0.0209150326797386
2022-08-22,370500,373500,365000,372500,63890,-0.005340453938584733
2022-08-23,369000,374500,363500,363500,72891,-0.024161073825503365
2022-08-24,365000,367000,360000,361000,62121,-0.00687757909215958
2022-08-25,361500,373000,361500,368500,54576,0.020775623268697974
2022-08-26,369000,376000,367500,368500,56871,0.0
2022-08-29,359500,361500,351500,359500,98005,-0.024423337856173677
2022-08-30,359000,373500,359000,372000,64585,0.03477051460361613
2022-08-31,368000,379500,366000,378500,77287,0.017473118279569988
2022-09-01,374500,380000,371500,377000,80965,-0.003963011889035695
2022-09-02,377000,382000,365500,368000,91875,-0.023872679045092826
2022-09-05,368500,384000,368000,377500,80910,0.025815217391304435
2022-09-06,380000,380500,372000,374500,41138,-0.007947019867549643
2022-09-07,372000,373500,365500,368500,46861,-0.01602136181575431
2022-09-08,371500,383000,370500,371500,116331,0.008141112618724522
2022-09-13,380000,386500,379500,382500,74764,0.02960969044414541
2022-09-14,367000,379000,367000,372500,72772,-0.02614379084967322
2022-09-15,375000,377500,367000,368500,50201,-0.010738255033557076
2022-09-16,365500,372000,363000,368000,66015,-0.0013568521031207537
2022-09-19,368000,370500,351500,353000,102295,-0.040760869565217406
2022-09-20,358000,364000,355000,357000,62410,0.011331444759206777
2022-09-21,352000,359000,352000,356500,46591,-0.0014005602240896309
2022-09-22,350000,354500,346500,347000,85936,-0.02664796633941091
2022-09-23,349000,349000,325000,330000,138112,-0.04899135446685876
2022-09-26,327000,335000,325000,327000,100750,-0.009090909090909038
2022-09-27,328500,337000,321000,329000,111345,0.006116207951070374
2022-09-28,324500,331000,318500,323500,87924,-0.016717325227963542
2022-09-29,327000,342500,326500,334500,98931,0.03400309119010814
2022-09-30,334500,349000,330500,346000,114853,0.034379671150971625
2022-10-04,349000,358000,345000,356000,96425,0.028901734104046284
2022-10-05,357000,359500,343000,346500,76530,-0.026685393258427004
2022-10-06,346500,356500,343500,350500,50969,0.011544011544011523
2022-10-07,347000,352500,344000,349000,78955,-0.004279600570613384
2022-10-11,344000,344500,329500,336000,93937,-0.03724928366762181
2022-10-12,333500,338500,329000,337000,62551,0.0029761904761904656
2022-10-13,339000,341000,322500,322500,93182,-0.04302670623145399
2022-10-14,329000,336500,323000,335500,81220,0.04031007751937987
2022-10-17,329500,330000,324000,328000,60583,-0.02235469448584204
2022-10-18,335500,356000,335500,355500,161150,0.08384146341463405
2022-10-19,355500,369000,352500,362500,128667,0.019690576652601877
2022-10-20,358500,363000,354500,358000,106377,-0.012413793103448256
2022-10-21,357000,364000,349500,360000,75084,0.005586592178770999
2022-10-24,368500,376000,366500,370500,100744,0.029166666666666563
2022-10-25,371000,376000,368500,372500,82069,0.005398110661268607
2022-10-26,372500,390000,370000,380500,116441,0.021476510067114152
2022-10-27,387000,387500,377500,378500,58343,-0.005256241787122251
2022-10-28,379000,388000,373500,383000,65727,0.011889035667107084
2022-10-31,387000,391500,384000,390000,73188,0.018276762402088753
2022-11-01,391000,394500,381500,385500,56216,-0.011538461538461497
2022-11-02,385500,405500,385000,400500,143083,0.03891050583657596
2022-11-03,392500,394500,383000,385500,87626,-0.03745318352059923
2022-11-04,382500,407500,381000,404500,126982,0.04928664072632949
2022-11-07,404000,411500,399000,403000,80727,-0.003708281829419069
2022-11-08,405000,412000,399500,412000,89818,0.022332506203474045
2022-11-09,413000,417000,403500,411000,83718,-0.0024271844660194164
2022-11-10,409000,415000,405500,410000,87163,-0.0024330900243308973
2022-11-11,441000,476500,431000,465000,440586,0.13414634146341453
2022-11-14,462000,462500,440000,442000,195858,-0.04946236559139783
2022-11-15,447000,458000,444000,456500,137096,0.0328054298642535
2022-11-16,458500,469500,453500,461000,147285,0.009857612267250904
2022-11-17,461000,479500,461000,479500,208731,0.04013015184381774
2022-11-18,474500,477500,449000,451000,154174,-0.05943691345151203
2022-11-21,452500,463000,449000,459000,100645,0.017738359201773912
2022-11-22,459000,460000,444500,448500,68234,-0.022875816993464082
2022-11-23,451000,466500,451000,457500,94327,0.02006688963210701
2022-11-24,461500,465000,455000,459500,56798,0.004371584699453646
2022-11-25,457500,460000,448500,453000,67781,-0.014145810663764968
2022-11-28,449500,457000,447000,453000,67445,0.0
2022-11-29,453000,457000,450500,454500,43469,0.0033112582781456013
2022-11-30,456500,470500,455000,470500,174713,0.03520352035203511
2022-12-01,480500,481000,462500,464000,64809,-0.01381509032943673
2022-12-02,464500,475000,460000,469500,75419,0.0118534482758621
2022-12-05,472500,474000,451500,454500,129458,-0.03194888178913735
2022-12-06,451000,462500,450500,455000,72616,0.0011001100110010764
2022-12-07,459500,460000,452500,460000,63548,0.01098901098901095
2022-12-08,464500,466500,460500,466000,88638,0.01304347826086949
2022-12-09,469500,476500,464000,468000,98990,0.0042918454935623185
2022-12-12,463500,471500,463500,468000,48577,0.0
2022-12-13,461500,462000,424000,430500,218522,-0.08012820512820518
2022-12-14,436500,455500,436500,453000,171253,0.05226480836236935
2022-12-15,453000,454000,431500,434000,92393,-0.04194260485651213
2022-12-16,430000,439000,425000,438500,89694,0.010368663594469973
2022-12-19,432000,442500,431000,442500,51797,0.009122006841505215
2022-12-20,443000,443000,433000,438500,48869,-0.009039548022598876
2022-12-21,444000,444000,432000,434500,45281,-0.009122006841505104
2022-12-22,435000,439500,431500,438500,55490,0.009205983889528202
2022-12-23,430500,434500,426500,429500,47636,-0.02052451539338651
2022-12-26,430000,435000,427500,432000,40471,0.005820721769499437
2022-12-27,437000,441000,425500,432000,64630,0.0
2022-12-28,426000,439500,418000,433500,76809,0.003472222222222321
2022-12-29,443000,464500,443000,448000,173209,0.03344867358708181
2023-01-02,448500,449000,428500,431500,69875,-0.036830357142857095
2023-01-03,433000,456000,425000,454000,97157,0.052143684820394
2023-01-04,447000,451000,444500,448500,56073,-0.01211453744493396
2023-01-05,445000,454000,432500,432500,88752,-0.035674470457079166
2023-01-06,430500,442000,426000,428000,93529,-0.010404624277456698
2023-01-09,430000,443500,430000,441000,86163,0.030373831775700966
2023-01-10,441000,457500,439000,454000,85202,0.02947845804988658
2023-01-11,457500,459000,443500,446000,77363,-0.017621145374449365
2023-01-12,450000,454500,445000,449000,85887,0.006726457399103047
2023-01-13,456500,468500,456000,464000,102033,0.03340757238307357
2023-01-16,465000,480000,465000,476500,107220,0.0269396551724137
2023-01-17,476500,477000,465000,466000,58281,-0.022035676810073457
2023-01-18,469500,480000,468500,474000,71074,0.01716738197424883
2023-01-19,467000,477000,465500,469000,62843,-0.010548523206751037
2023-01-20,466000,467000,452000,456500,82189,-0.026652452025586304
2023-01-25,462000,470000,460500,467500,64975,0.024096385542168752
2023-01-26,467500,474000,462500,472000,56622,0.009625668449197766
2023-01-27,471000,478500,470500,475500,65231,0.00741525423728806
2023-01-30,473000,479500,460500,463000,99751,-0.02628811777076756
2023-01-31,462000,472000,454000,454000,111844,-0.01943844492440605
2023-02-01,454000,462000,451500,458500,78036,0.009911894273127775
2023-02-02,464500,469500,462500,466000,74803,0.016357688113413316
2023-02-03,466000,473500,462000,472000,91031,0.012875536480686733
2023-02-06,471000,475000,461000,461000,76287,-0.02330508474576276
2023-02-07,460000,468000,455500,467000,64715,0.013015184381778733
2023-02-08,469000,478000,466500,474500,77175,0.016059957173447437
2023-02-09,475000,475500,441500,447500,293302,-0.05690200210748153
2023-02-10,445000,445000,426000,428000,211195,-0.04357541899441342
2023-02-13,427000,430500,420000,428000,121608,0.0
2023-02-14,429500,430500,419500,421500,144662,-0.015186915887850483
2023-02-15,419000,419000,408500,409500,181822,-0.028469750889679735
2023-02-16,413000,419000,411000,413500,143120,0.009768009768009733
2023-02-17,409000,419500,404000,413500,108151,0.0
2023-02-20,415500,436000,411500,433500,148392,0.048367593712212775
2023-02-21,433500,447000,433500,445000,171187,0.026528258362168433
2023-02-22,439500,442500,435500,440000,99058,-0.011235955056179803
2023-02-23,454000,464500,452000,452500,201836,0.02840909090909083
2023-02-24,451000,451500,437000,438500,96751,-0.030939226519337004
2023-02-27,434000,437000,428500,431000,69326,-0.01710376282782211
2023-02-28,432000,443000,431000,434500,97752,0.008120649651972123
2023-03-02,434500,436000,424000,432500,113539,-0.004602991944764101
2023-03-03,436500,440000,422500,422500,97813,-0.023121387283236983
2023-03-06,428500,444000,428000,434500,151453,0.028402366863905293
2023-03-07,431500,431500,419000,420000,136350,-0.03337169159953968
2023-03-08,416000,420000,410000,410500,124863,-0.02261904761904765
2023-03-09,414000,418000,404000,405000,123220,-0.013398294762484775
2023-03-10,396000,399000,391000,396000,107496,-0.022222222222222254
2023-03-13,399500,400000,390500,396500,89461,0.0012626262626262985
2023-03-14,391000,398000,387500,389000,100594,-0.018915510718789386
2023-03-15,393500,395000,377500,380500,130406,-0.02185089974293064
2023-03-16,374500,377000,366500,372500,160198,-0.021024967148488782
2023-03-17,377500,383500,373500,383500,121667,0.029530201342281792
2023-03-20,383000,391500,376000,376500,114836,-0.018252933507170832
2023-03-21,384500,390500,378500,379500,106709,0.007968127490039834
2023-03-22,385500,390500,383500,388500,100697,0.02371541501976293
2023-03-23,383000,385000,379000,380000,82408,-0.02187902187902191
2023-03-24,381500,382000,372000,378000,89631,-0.0052631578947368585
2023-03-27,379000,380500,371500,372000,70585,-0.015873015873015928
2023-03-28,372500,374000,367500,372500,91557,0.0013440860215054862
2023-03-29,372000,375000,365500,371000,102447,-0.004026845637583931
2023-03-30,371000,376000,370000,371500,72852,0.0013477088948787852
2023-03-31,373500,374000,366000,371500,94059,0.0
2023-04-03,374500,377500,370000,370500,58662,-0.0026917900403768957
2023-04-04,371500,386000,371500,385500,110313,0.04048582995951411
2023-04-05,384500,388000,381000,381000,83629,-0.011673151750972721
2023-04-06,378000,385000,377000,378500,84115,-0.006561679790026198
2023-04-07,378500,382000,370000,370000,112951,-0.022457067371202122
2023-04-10,370500,377000,369000,371500,66521,0.004054054054054124
2023-04-11,370000,372500,363000,368500,104639,-0.008075370121130576
2023-04-12,368500,371500,363500,371000,92738,0.006784260515603879
2023-04-13,367000,377500,367000,374500,96608,0.009433962264151052
2023-04-14,377000,381500,373000,380000,114690,0.014686248331108098
2023-04-17,380500,381000,370000,377000,96352,-0.007894736842105288
2023-04-18,383000,388000,371000,377000,135340,0.0
2023-04-19,375500,378500,372500,374000,75985,-0.007957559681697646
2023-04-20,374500,380000,369000,371500,77805,-0.006684491978609652
2023-04-21,369500,371000,366000,367000,71258,-0.012113055181695809
2023-04-24,365500,370000,362500,363500,41960,-0.009536784741144388
2023-04-25,362000,366000,355500,356000,61714,-0.02063273727647863
2023-04-26,353000,372000,352500,367500,94701,0.032303370786516794
2023-04-27,365000,367500,361000,363000,48629,-0.01224489795918371
2023-04-28,363500,381500,362000,377000,113844,0.038567493112947604
2023-05-02,374500,390000,372000,388000,121504,0.02917771883289122
2023-05-03,384000,398000,383500,392500,103050,0.011597938144329856
2023-05-04,386000,394000,379000,387500,119381,-0.01273885350318471
2023-05-08,388000,400000,384500,395500,124323,0.020645161290322678
2023-05-09,394000,398000,387000,394000,101013,-0.0037926675094817064
2023-05-10,404500,404500,377000,387000,248005,-0.017766497461928932
2023-05-11,383500,388000,372500,372500,138162,-0.03746770025839796
2023-05-12,376000,382000,372500,379500,97359,0.01879194630872494
2023-05-15,372500,376000,364500,365000,112687,-0.03820816864295129
2023-05-16,368500,373000,365500,367000,65232,0.005479452054794498
2023-05-17,365000,369000,362000,366500,62731,-0.0013623978201634523
2023-05-18,367500,371000,364000,371000,69131,0.012278308321964637
2023-05-19,371000,377500,371000,375000,70622,0.010781671159029615
2023-05-22,380000,393000,378500,388000,131707,0.03466666666666662
2023-05-23,384500,390000,382000,388500,69855,0.0012886597938144284
2023-05-24,385500,385500,377500,382000,96886,-0.016731016731016735
2023-05-25,362000,375000,357000,358000,278650,-0.06282722513089001
2023-05-26,357000,359000,331500,333500,464475,-0.06843575418994419
2023-05-30,334000,335000,320500,323500,408771,-0.02998500749625188
2023-05-31,317000,324000,313000,321000,647107,-0.007727975270479082
2023-06-01,323000,326500,320000,321000,177303,0.0
2023-06-02,322500,325500,319000,319500,160514,-0.004672897196261627
2023-06-05,321500,322000,318000,320000,104551,0.0015649452269170805
2023-06-07,321000,323500,315000,315000,199238,-0.015625
2023-06-08,316000,316500,309500,311000,247450,-0.012698412698412653
2023-06-09,313500,318500,311500,315000,183416,0.012861736334405238
2023-06-12,315000,318000,308000,309000,167559,-0.01904761904761909
2023-06-13,312000,317500,311000,312500,141397,0.01132686084142387
2023-06-14,313000,313500,306500,308000,140976,-0.014399999999999968
2023-06-15,309000,312000,306000,307000,72192,-0.0032467532467532756
